DEPTH,GR,RHGX_HILT,NPHI,AT10,AT20,AT30,AT60,AT90,PEFZ
3272.6377,25.532166,2.871943,0.013083235,143.27257,170.72836,156.27061,244.81227,106.54157,4.5530777
3272.79,25.806181,2.8567324,0.009641748,113.26187,124.59356,188.67085,205.99422,141.30519,4.6614842
3272.9424,20.36635,2.8016572,0.010615774,190.09985,229.78743,252.41371,296.84338,179.53662,4.7141714
3273.0947,18.26061,2.7458034,0.013210698,221.85344,233.1803,389.28033,456.18967,245.37033,4.67075
3273.2473,18.863985,2.7703738,0.011018405,261.16354,301.50034,894.4611,1030.9707,782.3752,4.519271
3273.3997,26.289215,2.8093336,0.010869117,353.0881,354.65262,744.2419,590.1431,492.14127,4.2967296
3273.552,30.323214,2.8506925,0.008803317,557.51056,424.5061,1257.0668,1146.6953,651.14246,4.0472784
3273.7043,31.013239,2.8254576,0.004623045,1491.4274,518.4398,1950.0,1876.8678,685.94824,3.9764328
3273.857,28.501404,2.7815437,0.0007996245,1950.0,416.59802,1478.8911,1742.501,1380.2877,4.0325007
3274.0093,29.556274,2.7764523,0.0003960998,1911.0325,320.78894,507.72144,797.782,455.53516,4.1212482
3274.1616,29.392683,2.7817404,0.002190138,1950.0,197.30403,297.34183,479.09723,296.73108,4.022012
3274.314,27.550161,2.7915092,0.0028348067,1863.8328,156.78026,242.82924,337.4261,210.81479,3.8327174
3274.4663,25.268942,2.790631,0.0025506462,1638.9781,134.21716,190.74106,271.3377,168.67181,3.692094
3274.619,24.128334,2.7952166,0.003299123,1307.3809,156.21819,164.54361,178.21898,124.99184,3.6616526
3274.7712,26.234076,2.8019476,0.004942409,957.54376,190.6663,158.69751,200.50534,137.31987,3.696362
3274.9236,28.302492,2.820344,0.0068999566,768.4155,188.4779,255.2816,157.19177,113.89113,3.7936296
3275.076,30.232756,2.811851,0.007483615,770.6154,265.32437,371.99683,279.42245,183.09187,3.941184
3275.2285,27.24962,2.7916925,0.010028089,482.98715,159.10167,219.18669,170.74286,148.20918,4.1482983
3275.3809,22.570099,2.7795258,0.010901991,271.51605,81.181526,123.1624,120.086075,78.621025,4.3034306
3275.5332,21.947424,2.794917,0.009282091,421.45837,49.55348,74.225136,62.965233,45.669952,4.3899217
3275.6855,20.894554,2.825971,0.005516672,333.15976,78.47911,141.51035,127.84527,110.85835,4.4027567
3275.8381,19.738525,2.8269267,0.0028475048,447.83005,114.99474,241.26962,309.98615,202.85875,4.4274473
3275.9905,17.754496,2.839183,0.002261413,475.86374,118.03791,251.11075,394.1364,343.43167,4.4955506
3276.1428,20.825369,2.8424606,0.0030028722,228.02727,105.697334,168.22964,452.85486,337.56915,4.6023564
3276.2952,23.882086,2.8278797,0.004517918,92.97742,60.52493,127.32389,709.3654,428.88617,4.6531124
3276.4475,25.962355,2.781816,0.0072405953,54.597717,45.418816,81.98056,1097.78,385.0896,4.6145916
3276.6,24.383049,2.6760128,0.012732471,63.201305,50.90134,83.31365,1369.042,657.888,4.4936423
3276.7524,24.040594,2.6608984,0.014023574,115.77084,85.88416,172.44301,1399.9387,859.1294,4.308779
3276.9048,26.848246,2.6905656,0.012208441,203.96246,144.41225,373.92264,1950.0,1950.0,4.0682425
3277.0571,26.935987,2.8156683,0.00951003,700.7296,353.3962,874.2881,1265.8954,1950.0,3.768074
3277.2097,32.96176,2.8516765,0.01151868,1477.4471,463.46356,1777.0432,874.30865,1950.0,3.494219
3277.362,31.0315,2.8559887,0.012627415,999.1642,361.59427,1390.4196,517.85046,1346.679,3.3895743
3277.5144,28.487062,2.8397367,0.011813406,542.9369,242.12787,373.7847,668.8827,533.88654,3.4926057
3277.6667,20.069649,2.8290992,0.0072954847,574.19684,211.61307,368.19385,563.08136,383.245,3.7227144
3277.8193,16.614065,2.809206,0.0047039688,584.40454,180.2955,319.72415,488.1269,271.22577,3.8600028
3277.9717,17.670414,2.804939,0.0037375214,767.7857,217.88644,242.27446,485.5566,196.39859,3.925978
3278.124,16.937307,2.8156936,0.003940496,912.21484,253.14377,303.1298,435.64465,222.19228,4.006426
3278.2764,18.018616,2.8190546,0.001671741,1040.4119,256.95667,372.88376,591.04706,266.88312,4.1706896
3278.4287,16.7705,2.8271763,0.0032099972,1245.5969,338.2009,429.29245,353.29016,254.37975,4.286332
3278.5813,18.420355,2.8337922,0.0028857137,1633.4244,490.4979,716.10675,952.6005,540.5865,4.3470893
3278.7336,20.720274,2.8317246,0.0047164652,1950.0,356.4609,415.35077,449.75253,356.995,4.3386526
3278.886,23.241333,2.8286877,0.0057645687,645.33374,235.13005,343.95865,476.26376,401.166,4.269284
3279.0383,24.077423,2.8261285,0.006545357,834.569,129.6843,168.24095,198.396,193.28036,4.138525
3279.191,24.027702,2.826541,0.0064823334,711.95404,233.05011,376.33963,668.03125,303.77884,4.047504
3279.3433,25.671684,2.83186,0.008032441,876.91284,275.57465,701.29553,859.7733,633.7591,4.075287
3279.4956,26.202578,2.8478057,0.010327614,942.66797,273.63498,663.6254,702.19794,492.86584,4.2317276
3279.648,25.955832,2.869194,0.011139065,325.08707,201.25273,424.59927,708.0795,312.08893,4.3867826
