DEPTH,GR,AT10,AT30,AT90,RHOZ,NPHI,DTCO,PEFZ,NMRFF,NMREFF,NMRTOT
5570.999898307025,31.124136,1728.0022,1721.924,1718.3258,2.6282244,2.8814514,53.204056,5.3342867,0.030691804,0.040367674,0.040831786
5571.099898308516,30.48661,1732.4728,1727.2086,1724.2042,2.6193166,2.8878386,53.39332,5.3424935,0.0320874,0.04144969,0.04158466
5571.199898310006,31.19381,1743.6753,1740.3752,1738.7312,2.6026838,3.093124,53.57295,5.4167566,0.032531217,0.042335626,0.042501193
5571.299898311496,32.446323,1750.3042,1748.1289,1747.2242,2.5972393,3.199784,53.7463,5.45526,0.03239371,0.04323151,0.04343798
5571.399898312986,34.117867,1757.5193,1756.5402,1756.3933,2.5941215,3.252897,53.781033,5.4860706,0.032422833,0.044249587,0.044412576
5571.499898314476,38.009228,1773.2477,1774.783,1776.1272,2.5904367,3.4033458,53.772266,5.510492,0.032832026,0.045428716,0.045478925
5571.599898315966,39.79297,1781.442,1784.2313,1786.2634,2.5898569,3.44907,53.829742,5.5073686,0.032353,0.04569585,0.045705236
5571.699898317456,40.91274,1789.6398,1793.6471,1796.3105,2.5901825,3.3629518,53.858627,5.485485,0.031180972,0.045489367,0.045489367
5571.799898318946,41.50212,1805.352,1811.5917,1815.3137,2.594355,3.2302265,53.96517,5.3991804,0.030457694,0.045438286,0.045438286
5571.8998983204365,41.431328,1812.5079,1819.7245,1823.8654,2.5915482,3.1913352,54.165787,5.3698845,0.03083121,0.046055544,0.046055544
5571.999898321927,41.494034,1818.9624,1827.0424,1831.5283,2.585194,3.1823273,54.493946,5.3609858,0.031020686,0.046968576,0.046968576
5572.099898323417,40.79213,1829.113,1838.5349,1843.502,2.572517,3.4138348,54.76667,5.4309874,0.030704405,0.047696427,0.047696427
5572.199898324907,40.011265,1832.5264,1842.4113,1847.5231,2.578115,3.5919483,55.21279,5.449892,0.030995354,0.048351035,0.048351035
5572.299898326397,39.1904,1834.6805,1844.8842,1850.0839,2.5909948,3.6306758,55.636185,5.452693,0.03277164,0.049316786,0.04939222
5572.399898327887,38.6922,1835.4979,1845.873,1851.1058,2.6030211,3.6416013,55.957947,5.430475,0.035353314,0.051134244,0.051852055
5572.499898329377,37.846058,1832.9652,1843.2313,1848.3722,2.6088035,4.1047287,56.224953,5.3504076,0.038019758,0.054113813,0.05829407
5572.599898330867,37.24772,1829.6221,1839.6055,1844.6177,2.597382,4.344721,56.26229,5.342918,0.038465995,0.056048937,0.06517443
5572.699898332357,36.68281,1824.9535,1834.5006,1839.3239,2.5862277,4.5348186,56.118603,5.3735948,0.03770926,0.057892874,0.07252543
5572.7998983338475,35.98673,1812.013,1820.2336,1824.4741,2.5566747,4.526571,56.04895,5.6544642,0.036864534,0.059808303,0.0789801
5572.899898335338,35.40506,1803.9958,1811.3352,1815.17,2.5528822,4.48501,56.04315,5.8170424,0.037876066,0.061569177,0.08496313
5572.999898336828,34.50319,1795.1545,1801.478,1804.8252,2.5533721,4.670805,55.90381,5.940593,0.040120564,0.061801735,0.08698974
5573.099898338318,32.093273,1775.7202,1779.671,1781.7964,2.5683856,5.008876,55.731525,5.8961787,0.04186555,0.06125375,0.086131915
5573.199898339808,30.968037,1765.5074,1768.1395,1769.5394,2.5691922,5.1294794,55.5343,5.7954235,0.042001083,0.059246406,0.08002485
5573.299898341298,30.130854,1755.2201,1756.4799,1757.0916,2.5646622,5.040347,55.379673,5.695715,0.04150232,0.056504432,0.07348711
5573.399898342788,28.223476,1735.1678,1733.6526,1732.5751,2.5632236,4.7670784,55.159863,5.578946,0.041460734,0.053083017,0.067975394
5573.499898344278,27.659266,1725.7726,1722.9327,1721.0088,2.5680563,4.723388,55.00579,5.5698304,0.041759472,0.05004472,0.064861454
5573.599898345768,27.659859,1716.9688,1712.8835,1710.1401,2.5778353,4.827169,54.84153,5.565791,0.04182403,0.04814061,0.06286528
5573.699898347259,29.707838,1701.4733,1695.2227,1690.9935,2.593586,4.667748,54.837204,5.5726547,0.041289315,0.048143063,0.060428947
5573.799898348749,30.608047,1694.8896,1687.7491,1682.8832,2.6018505,4.3986607,55.00428,5.559373,0.040057052,0.048071332,0.05607978
5573.899898350239,30.82926,1689.1111,1681.2222,1675.8036,2.6122866,4.2123957,55.205757,5.5442038,0.037062146,0.04611411,0.04883873
5573.999898351729,29.62642,1684.1333,1675.6396,1669.7583,2.6241734,4.169111,55.45812,5.5292664,0.034476932,0.043798275,0.04451001
5574.099898353219,29.050852,1676.4639,1667.1768,1660.6442,2.638888,4.040439,55.613377,5.5275755,0.032864608,0.0424551,0.04254525
5574.199898354709,28.762936,1673.679,1664.1859,1657.459,2.6422045,4.100693,55.792767,5.510416,0.032828864,0.04316519,0.04317467
5574.299898356199,28.486467,1671.5133,1661.9241,1655.0815,2.6403055,4.1105065,55.86731,5.4816875,0.03443493,0.046718985,0.046749257
5574.399898357689,28.430822,1668.7749,1659.2638,1652.3915,2.628209,4.586493,56.077095,5.385225,0.03600832,0.050008763,0.05004552
