DEPTH,GR,AT10,AT30,AT90,RHOZ,NPHI,DTCO,PEFZ,CMFF,CMRP_3MS,TCMR
5452.415,31.852081,14.387492,42.75857,22.79643,2.5748968,0.15759182,62.15258,3.5335057,0.050731357,0.07807054,0.0780736
5452.5674,27.85074,15.293108,45.23642,34.63592,2.558706,0.1675486,59.15392,3.5973935,0.05908135,0.08867326,0.08876162
5452.7197,26.871195,18.906557,42.59679,35.896214,2.5448523,0.16579299,58.443516,3.716482,0.07796655,0.107439816,0.10745148
5452.872,27.55976,12.166809,34.88843,32.869095,2.5383713,0.18027319,58.60649,3.8133397,0.09613985,0.12571234,0.1259358
5453.0244,30.944952,12.07189,24.541643,32.4635,2.5358777,0.1766433,58.66408,3.8535428,0.09613985,0.12571234,0.1259358
5453.177,35.52,11.734505,21.901426,19.502535,2.5430999,0.18486676,58.763107,3.8301845,0.10429036,0.13442157,0.13615528
5453.329,36.82723,9.423126,28.030825,26.626364,2.552902,0.17883179,58.819427,3.814076,0.104560606,0.13835046,0.13990587
5453.4814,34.56563,9.074182,26.547005,18.345123,2.494602,0.16103348,58.863285,4.1565647,0.09764718,0.13319942,0.13352156
5453.6343,32.3522,9.957595,32.18909,16.509716,2.2895844,0.14773798,58.488007,5.7662272,0.09203378,0.15214564,0.15306057
5453.7866,33.023838,10.510512,26.504133,15.191566,2.115188,0.16578965,59.115963,7.4513803,0.09203378,0.15214564,0.15306057
